cell,core
BaselTMA_SP41_165_X5Y6_335,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_135_X8Y5_2559,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_206_X2Y2_1370,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_11_X13Y7_1141,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_135_X8Y5_2991,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_133_X3Y6_3357,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_117_X13Y3_3952,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_204_X16Y4_237_437,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_186_X5Y4_4846,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_206_X2Y2_1540,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_204_X16Y4_238_388,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_186_X5Y4_1946,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_117_X13Y3_2082,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_134_X3Y8_1989,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_159_X11Y4_179,BaselTMA_SP41_159_X11Y4
BaselTMA_SP41_204_X16Y4_238_391,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_191_X15Y7_1770,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_177_X16Y5_864,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_117_X13Y3_2633,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_11_X13Y7_2785,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_186_X5Y4_1071,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X11Y2_4785,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_177_X16Y5_716,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_126_X14Y7_731,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_141_X11Y2_1093,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_100_X15Y5_2688,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_114_X13Y4_193,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_191_X15Y7_3306,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_104_X8Y4_175_1070,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_159_X12Y4_2426,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_166_X15Y4_2881,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_186_X5Y4_668,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_177_X16Y5_2398,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_166_X15Y4_176,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_11_X13Y7_2148,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_112_X5Y8_1209,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_165_X5Y6_863,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_135_X8Y5_2399,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_206_X1Y2_817,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_104_X8Y4_233_1225,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_159_X12Y4_1120,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_101_X10Y8_335,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_134_X3Y8_1966,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_203_X8Y8_2446,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_141_X11Y2_1260,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_135_X8Y5_1600,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X11Y2_3855,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_135_X8Y5_1130,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_159_X12Y4_1796,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_186_X5Y4_4093,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X11Y2_1640,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_153_X7Y5_504,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_186_X6Y4_496,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_191_X15Y7_1123,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_206_X2Y2_891,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_129_X7Y8_1410,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_203_X8Y8_2557,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_106_X2Y9_949,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_135_X8Y5_1712,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_186_X6Y4_1019,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_104_X8Y4_175_1489,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_186_X5Y4_1894,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_14_X1Y8_1348,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_203_X8Y8_959,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_141_X11Y2_5280,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_204_X16Y4_237_296,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_101_X10Y8_635,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_196_X5Y7_561,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_100_X15Y5_375,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_159_X12Y4_168,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_191_X15Y7_2912,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_166_X15Y4_197,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_177_X16Y5_1013,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_166_X15Y4_3019,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_159_X12Y4_2041,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_112_X5Y8_292,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_191_X15Y7_2702,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_186_X5Y4_3715,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_159_X12Y4_1612,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_141_X11Y2_4136,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_177_X16Y5_2068,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_18_X13Y5_223,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_101_X10Y8_1665,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_159_X12Y4_2382,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_211_X4Y6_1121,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X5Y4_4012,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_203_X8Y8_1112,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_133_X3Y6_251,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_186_X5Y4_1575,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_11_X13Y7_2645,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_104_X8Y4_233_878,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_186_X5Y4_2869,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_141_X12Y2_585,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_203_X8Y8_1161,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_117_X13Y3_1724,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_141_X11Y2_4751,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_3813,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_95,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_133_X3Y6_955,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_135_X8Y5_1622,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_203_X8Y8_2498,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_11_X13Y7_3329,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_101_X10Y8_2430,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_206_X1Y2_3351,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_11_X13Y7_2932,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_101_X10Y8_388,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_206_X2Y2_1637,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_133_X3Y6_639,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_165_X5Y6_451,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_206_X2Y2_1693,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_101_X10Y8_2105,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_100_X15Y5_2997,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_141_X11Y2_2382,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_126_X14Y7_1851,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_196_X5Y7_500,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_106_X2Y9_290,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_106_X2Y9_420,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_112_X5Y8_326,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_114_X13Y4_784,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_141_X11Y2_1491,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_577,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_191_X15Y7_2826,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_159_X11Y4_288,BaselTMA_SP41_159_X11Y4
BaselTMA_SP41_133_X3Y6_1906,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_133_X3Y6_1599,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_134_X3Y8_1266,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_133_X3Y6_616,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_191_X15Y7_3532,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_187_X3Y2_23,BaselTMA_SP41_187_X3Y2
BaselTMA_SP41_191_X15Y7_4507,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_114_X13Y4_876,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_117_X13Y3_1690,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_191_X15Y7_4366,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_114_X13Y4_136,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_141_X11Y2_443,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_126_X14Y7_2758,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_211_X4Y6_2160,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_141_X11Y2_2916,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_135_X8Y5_1598,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_159_X12Y4_551,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_186_X5Y4_88,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_104_X8Y4_233_1875,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_117_X13Y3_3091,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_18_X13Y5_597,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_133_X3Y6_2100,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_101_X10Y8_222,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_135_X8Y5_2843,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_100_X15Y5_3012,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_191_X15Y7_882,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_203_X8Y8_1438,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_141_X11Y2_248,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_203_X8Y8_2072,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_18_X13Y5_125,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_112_X5Y8_2195,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_211_X4Y6_2157,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_100_X15Y5_705,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_11_X13Y7_53,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_191_X15Y7_4437,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_117_X13Y3_2605,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_11_X13Y7_4159,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_191_X15Y7_2642,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_186_X6Y4_772,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_166_X15Y4_1543,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_191_X15Y7_2088,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_104_X8Y4_175_1555,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_11_X13Y7_2619,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_177_X16Y5_559,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_177_X16Y5_1502,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_100_X15Y5_1068,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_159_X12Y4_30,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_206_X2Y2_1253,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_186_X6Y4_439,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_191_X15Y7_955,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_14_X1Y8_1800,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_166_X15Y4_584,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_135_X8Y5_2374,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_166_X15Y4_2692,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_153_X7Y5_743,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_166_X15Y4_630,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_133_X3Y6_3827,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_14_X1Y8_1659,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_177_X16Y5_1851,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_104_X8Y4_233_1600,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_159_X11Y4_13,BaselTMA_SP41_159_X11Y4
BaselTMA_SP41_114_X13Y4_495,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_135_X8Y5_2062,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_126_X14Y7_1056,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_114_X13Y4_2673,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_117_X13Y3_279,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_203_X8Y8_674,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_166_X15Y4_2722,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_211_X4Y6_1032,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_104_X8Y4_175_1345,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_126_X14Y7_1361,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_206_X2Y2_826,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_18_X13Y5_697,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_203_X8Y8_68,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_141_X12Y2_15,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_11_X13Y7_2146,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_206_X1Y2_1282,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_177_X16Y5_139,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_206_X1Y2_273,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_117_X13Y3_1009,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_133_X3Y6_1874,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_133_X3Y6_2689,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_166_X15Y4_2556,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_117_X13Y3_226,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_14_X1Y8_622,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_141_X11Y2_2112,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_4093,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_104_X8Y4_175_373,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_203_X8Y8_1728,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_133_X3Y6_768,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_106_X2Y9_352,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_134_X3Y8_1919,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_186_X6Y4_921,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_141_X11Y2_1459,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_100_X15Y5_1202,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_100_X15Y5_3380,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_18_X13Y5_491,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_165_X5Y6_1533,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_134_X3Y8_1962,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_166_X15Y4_1802,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_166_X15Y4_2650,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_104_X8Y4_233_141,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_186_X5Y4_1290,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_191_X15Y7_743,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_112_X5Y8_1016,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_177_X16Y5_1514,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_141_X11Y2_3264,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_2456,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_211_X4Y6_771,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_191_X15Y7_642,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_141_X11Y2_2330,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_126_X14Y7_869,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_117_X13Y3_1403,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_165_X5Y6_179,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_117_X13Y3_2131,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_177_X16Y5_1427,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_104_X8Y4_175_366,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_101_X10Y8_2173,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_126_X14Y7_2107,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_18_X13Y5_757,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_191_X15Y7_3768,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_126_X14Y7_2776,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_206_X1Y2_2036,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_159_X12Y4_154,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_129_X7Y8_1568,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_211_X4Y6_1015,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_129_X7Y8_422,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_114_X13Y4_1677,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_104_X8Y4_233_1332,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_206_X2Y2_689,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_141_X12Y2_269,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_206_X2Y2_1212,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_165_X5Y6_518,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_159_X12Y4_425,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_106_X2Y9_1842,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_211_X4Y6_1790,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_211_X4Y6_360,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_112_X5Y8_2694,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_114_X13Y4_481,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_100_X15Y5_2490,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_114_X13Y4_625,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_191_X15Y7_1665,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_18_X13Y5_12,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_100_X15Y5_2928,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_186_X5Y4_4307,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_20_X12Y5_43,BaselTMA_SP41_20_X12Y5
BaselTMA_SP41_159_X12Y4_67,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_204_X16Y4_237_385,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_166_X15Y4_1184,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_159_X12Y4_1565,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_117_X13Y3_162,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_14_X1Y8_955,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_11_X13Y7_1427,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_117_X13Y3_3170,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_104_X8Y4_233_1464,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_153_X7Y5_185,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_112_X5Y8_2638,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_104_X8Y4_175_1395,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_159_X12Y4_972,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_100_X15Y5_2779,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_11_X13Y7_2009,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_11_X13Y7_1811,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_191_X15Y7_4166,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_206_X2Y2_1188,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_203_X8Y8_633,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_112_X5Y8_1640,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_126_X14Y7_368,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_18_X13Y5_1709,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_117_X13Y3_2933,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_133_X3Y6_2870,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_100_X15Y5_2018,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_211_X4Y6_1106,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_106_X2Y9_168,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_133_X3Y6_1885,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_106_X2Y9_2308,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_191_X15Y7_3235,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_135_X8Y5_1230,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_141_X11Y2_895,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_191_X15Y7_4122,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_191_X15Y7_1602,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_129_X7Y8_921,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_112_X5Y8_2500,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_126_X14Y7_1640,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_133_X3Y6_3022,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_129_X7Y8_954,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_153_X7Y5_961,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_100_X15Y5_1495,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_191_X15Y7_202,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_203_X8Y8_1205,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_133_X3Y6_899,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_191_X15Y7_2276,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_114_X13Y4_506,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_104_X8Y4_233_866,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_206_X1Y2_367,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_100_X15Y5_1283,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_117_X13Y3_69,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_186_X5Y4_18,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_126_X14Y7_1544,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_191_X15Y7_3285,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_100_X15Y5_1047,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_191_X15Y7_365,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_134_X3Y8_1997,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_129_X7Y8_548,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_11_X13Y7_33,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_114_X14Y4_74,BaselTMA_SP41_114_X14Y4
BaselTMA_SP41_159_X12Y4_862,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_117_X13Y3_2832,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_133_X3Y6_2841,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_18_X13Y5_1480,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_112_X5Y8_840,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_206_X2Y2_295,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_159_X12Y4_371,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_133_X3Y6_880,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_11_X13Y7_675,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_191_X15Y7_1320,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_126_X14Y7_2640,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_134_X3Y8_982,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_166_X15Y4_1656,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_101_X10Y8_2510,BaselTMA_SP41_101_X10Y8
