cell,core
BaselTMA_SP41_191_X15Y7_2340,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_165_X5Y6_779,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_191_X15Y7_908,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_126_X14Y7_951,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_104_X8Y4_175_1023,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_177_X16Y5_1260,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_104_X8Y4_175_716,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_114_X13Y4_715,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_14_X1Y8_960,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_191_X15Y7_4531,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_177_X16Y5_1149,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_117_X13Y3_3119,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_186_X5Y4_4096,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_203_X8Y8_1442,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_165_X5Y6_1612,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_11_X13Y7_3028,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_100_X15Y5_1976,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_159_X12Y4_771,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_114_X13Y4_2433,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_135_X8Y5_324,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_117_X13Y3_2617,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_117_X13Y3_4243,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_186_X6Y4_1947,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_211_X4Y6_227,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_196_X5Y7_604,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_133_X3Y6_3312,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_186_X6Y4_1918,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_135_X8Y5_2329,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_191_X15Y7_2029,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_206_X2Y2_873,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_165_X5Y6_483,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_126_X14Y7_238,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_11_X13Y7_2581,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_186_X5Y4_1666,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_126_X14Y7_809,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_100_X15Y5_571,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_14_X1Y8_1762,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_159_X12Y4_1815,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_165_X5Y6_593,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_114_X13Y4_1856,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_134_X3Y8_885,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_203_X8Y8_1391,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_186_X5Y4_2769,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_153_X7Y5_1070,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_141_X11Y2_2101,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_106_X2Y9_115,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_204_X16Y4_238_584,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_112_X5Y8_949,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_191_X15Y7_2662,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_117_X13Y3_2115,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_11_X13Y7_2390,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_104_X8Y4_233_1910,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_141_X11Y2_5214,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_466,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_186_X5Y4_2936,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_186_X5Y4_3438,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_159_X12Y4_1743,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_186_X5Y4_3211,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_211_X4Y6_1675,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X5Y4_1421,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_11_X13Y7_1852,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_117_X13Y3_3529,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_165_X5Y6_470,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_100_X15Y5_2496,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_126_X14Y7_1598,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_133_X3Y6_3628,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_135_X8Y5_3152,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_11_X13Y7_1490,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_112_X5Y8_1292,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_104_X7Y4_419,BaselTMA_SP41_104_X7Y4
BaselTMA_SP41_187_X3Y2_129,BaselTMA_SP41_187_X3Y2
BaselTMA_SP41_141_X11Y2_2377,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_206_X1Y2_1394,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_117_X14Y3_104,BaselTMA_SP41_117_X14Y3
BaselTMA_SP41_104_X7Y4_70,BaselTMA_SP41_104_X7Y4
BaselTMA_SP41_114_X13Y4_2355,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_141_X11Y2_3034,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_18_X13Y5_11,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_117_X13Y3_3555,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_135_X8Y5_1914,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_203_X8Y8_2594,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_134_X3Y8_305,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_177_X16Y5_886,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_133_X3Y6_2986,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_141_X11Y2_4723,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_101_X10Y8_281,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_11_X13Y7_3310,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_14_X1Y8_799,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_126_X14Y7_709,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_104_X8Y4_175_1709,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_186_X5Y4_1577,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_166_X15Y4_1106,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_104_X8Y4_175_136,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_104_X8Y4_175_835,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_211_X4Y6_434,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_14_X1Y8_210,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_106_X2Y9_2170,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_112_X5Y8_2854,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_106_X2Y9_1571,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_141_X11Y2_1147,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_20_X12Y5_179,BaselTMA_SP41_20_X12Y5
BaselTMA_SP41_177_X16Y5_102,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_14_X1Y8_657,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_106_X2Y9_2109,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_206_X2Y2_1183,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_14_X1Y8_687,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_206_X2Y2_496,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_112_X5Y8_2348,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_11_X13Y7_609,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_159_X12Y4_716,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_112_X5Y8_2301,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_134_X3Y8_2012,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_133_X3Y6_2647,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_166_X15Y4_492,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_186_X5Y4_429,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_129_X7Y8_1406,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_104_X8Y4_175_1780,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_206_X1Y2_2472,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_100_X15Y5_164,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_104_X8Y4_175_1125,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_204_X16Y4_238_463,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_117_X13Y3_201,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_141_X11Y2_2549,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_101_X10Y8_1419,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_14_X1Y8_946,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_186_X5Y4_3577,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_133_X3Y6_3088,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_191_X15Y7_3420,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_117_X14Y3_59,BaselTMA_SP41_117_X14Y3
BaselTMA_SP41_203_X8Y8_466,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_11_X13Y7_561,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_141_X11Y2_4804,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_1160,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_100_X15Y5_1988,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_101_X10Y8_2621,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_141_X11Y2_2116,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_135_X8Y5_2219,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_133_X3Y6_1338,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_204_X16Y4_238_510,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_100_X15Y5_1404,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_114_X14Y4_87,BaselTMA_SP41_114_X14Y4
BaselTMA_SP41_141_X11Y2_2719,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_177_X16Y5_1393,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_206_X2Y2_1152,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_135_X8Y5_2344,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_211_X4Y6_1618,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_186_X5Y4_3622,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_117_X13Y3_1107,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_177_X16Y5_423,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_141_X11Y2_2404,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_117_X13Y3_212,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_112_X5Y8_1286,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_186_X5Y4_3338,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_129_X7Y8_1419,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_133_X3Y6_3690,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_135_X8Y5_1720,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_114_X13Y4_329,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_204_X16Y4_238_91,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_206_X1Y2_2187,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_177_X16Y5_561,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_126_X14Y7_2250,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_106_X2Y9_2134,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_104_X8Y4_233_1448,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_187_X3Y2_3,BaselTMA_SP41_187_X3Y2
BaselTMA_SP41_134_X3Y8_1350,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_126_X14Y7_1711,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_166_X15Y4_534,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_186_X6Y4_1121,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_166_X15Y4_2482,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_135_X8Y5_3281,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_135_X8Y5_1037,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_191_X15Y7_2638,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_101_X10Y8_3399,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_191_X15Y7_3029,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_135_X8Y5_2505,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_204_X16Y4_238_454,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_112_X5Y8_204,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_141_X11Y2_758,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_14_X1Y8_1938,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_177_X16Y5_1159,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_104_X8Y4_175_795,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_166_X15Y4_1623,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_166_X15Y4_2366,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_186_X5Y4_3515,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_186_X5Y4_564,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_126_X14Y7_1567,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_186_X5Y4_75,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_196_X5Y7_610,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_133_X3Y6_1269,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_204_X16Y4_238_340,BaselTMA_SP41_204_X16Y4_238
BaselTMA_SP41_134_X3Y8_450,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_166_X15Y4_140,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_11_X13Y7_475,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_196_X5Y7_707,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_112_X5Y8_2508,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_159_X12Y4_2508,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_104_X8Y4_175_1595,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_134_X3Y8_1893,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_104_X8Y4_175_1221,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_117_X13Y3_3881,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_191_X15Y7_1968,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_153_X7Y5_933,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_186_X5Y4_3699,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_117_X13Y3_3672,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_211_X4Y6_1341,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_206_X1Y2_3182,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_117_X13Y3_191,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_104_X8Y4_175_670,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_11_X13Y7_3797,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_101_X10Y8_2925,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_11_X13Y7_3933,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_100_X15Y5_1490,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_159_X12Y4_943,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_134_X3Y8_930,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_135_X8Y5_124,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_204_X16Y4_237_556,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_153_X7Y5_312,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_159_X12Y4_1332,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_204_X16Y4_237_60,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_186_X5Y4_1648,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_101_X10Y8_2329,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_135_X8Y5_626,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_196_X5Y7_286,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_117_X13Y3_348,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_141_X12Y2_202,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_206_X1Y2_2751,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_141_X11Y2_2147,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_134_X3Y8_2033,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_112_X5Y8_954,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_126_X14Y7_1194,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_106_X2Y9_2241,BaselTMA_SP41_106_X2Y9
BaselTMA_SP41_186_X6Y4_1859,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_141_X11Y2_1484,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_166_X15Y4_506,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_114_X13Y4_74,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_112_X5Y8_605,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_186_X5Y4_4222,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_186_X6Y4_1000,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_186_X5Y4_3149,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_159_X12Y4_2193,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_141_X11Y2_3887,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_3983,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_141_X11Y2_628,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_153_X7Y5_649,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_186_X6Y4_1233,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_14_X1Y8_3371,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_204_X16Y4_237_204,BaselTMA_SP41_204_X16Y4_237
BaselTMA_SP41_104_X8Y4_175_1197,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_100_X15Y5_1568,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_141_X11Y2_3374,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_18_X13Y5_1229,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_141_X11Y2_3641,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_104_X7Y4_426,BaselTMA_SP41_104_X7Y4
BaselTMA_SP41_186_X5Y4_3898,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_104_X8Y4_175_48,BaselTMA_SP41_104_X8Y4_175
BaselTMA_SP41_141_X11Y2_4906,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_129_X7Y8_1456,BaselTMA_SP41_129_X7Y8
BaselTMA_SP41_133_X3Y6_3376,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_134_X3Y8_1426,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_112_X5Y8_2927,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_11_X13Y7_883,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_133_X3Y6_7,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_11_X13Y7_4216,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_100_X15Y5_1433,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_177_X16Y5_690,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_11_X13Y7_4229,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_203_X8Y8_185,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_18_X13Y5_1119,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_117_X13Y3_1123,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_112_X5Y8_725,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_135_X8Y5_2626,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_101_X10Y8_671,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_100_X15Y5_526,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_186_X6Y4_379,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_141_X11Y2_2448,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_206_X1Y2_92,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_141_X11Y2_5402,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_166_X15Y4_1500,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_134_X3Y8_465,BaselTMA_SP41_134_X3Y8
BaselTMA_SP41_135_X8Y5_334,BaselTMA_SP41_135_X8Y5
BaselTMA_SP41_159_X12Y4_1092,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_104_X8Y4_233_650,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_159_X12Y4_1350,BaselTMA_SP41_159_X12Y4
BaselTMA_SP41_126_X14Y7_2835,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_141_X11Y2_3531,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_11_X13Y7_4113,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_153_X7Y5_7,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_141_X12Y2_230,BaselTMA_SP41_141_X12Y2
BaselTMA_SP41_206_X1Y2_425,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_114_X13Y4_2448,BaselTMA_SP41_114_X13Y4
BaselTMA_SP41_206_X1Y2_1892,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_186_X5Y4_1051,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_206_X2Y2_1810,BaselTMA_SP41_206_X2Y2
BaselTMA_SP41_126_X14Y7_1772,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_191_X15Y7_4378,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_101_X10Y8_3040,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_104_X8Y4_233_124,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_186_X6Y4_949,BaselTMA_SP41_186_X6Y4
BaselTMA_SP41_186_X5Y4_4601,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_104_X8Y4_233_1726,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_101_X10Y8_3120,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_177_X16Y5_257,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_191_X15Y7_4489,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_187_X3Y2_193,BaselTMA_SP41_187_X3Y2
BaselTMA_SP41_11_X13Y7_2531,BaselTMA_SP41_11_X13Y7
BaselTMA_SP41_141_X11Y2_2434,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_165_X5Y6_1418,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_211_X4Y6_1125,BaselTMA_SP41_211_X4Y6
BaselTMA_SP41_206_X1Y2_826,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_14_X1Y8_2857,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_153_X7Y5_273,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_165_X5Y6_670,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_177_X16Y5_369,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_153_X7Y5_1007,BaselTMA_SP41_153_X7Y5
BaselTMA_SP41_177_X16Y5_651,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_203_X8Y8_2130,BaselTMA_SP41_203_X8Y8
BaselTMA_SP41_196_X5Y7_1155,BaselTMA_SP41_196_X5Y7
BaselTMA_SP41_117_X13Y3_1334,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_166_X15Y4_1803,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_191_X15Y7_1910,BaselTMA_SP41_191_X15Y7
BaselTMA_SP41_126_X14Y7_2088,BaselTMA_SP41_126_X14Y7
BaselTMA_SP41_133_X3Y6_2141,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_14_X1Y8_1764,BaselTMA_SP41_14_X1Y8
BaselTMA_SP41_104_X8Y4_233_103,BaselTMA_SP41_104_X8Y4_233
BaselTMA_SP41_186_X5Y4_2851,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_112_X5Y8_898,BaselTMA_SP41_112_X5Y8
BaselTMA_SP41_100_X15Y5_3029,BaselTMA_SP41_100_X15Y5
BaselTMA_SP41_206_X1Y2_420,BaselTMA_SP41_206_X1Y2
BaselTMA_SP41_177_X16Y5_641,BaselTMA_SP41_177_X16Y5
BaselTMA_SP41_141_X11Y2_1202,BaselTMA_SP41_141_X11Y2
BaselTMA_SP41_186_X5Y4_2384,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_117_X13Y3_517,BaselTMA_SP41_117_X13Y3
BaselTMA_SP41_18_X13Y5_1049,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_101_X10Y8_2604,BaselTMA_SP41_101_X10Y8
BaselTMA_SP41_18_X13Y5_719,BaselTMA_SP41_18_X13Y5
BaselTMA_SP41_133_X3Y6_1634,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_166_X15Y4_830,BaselTMA_SP41_166_X15Y4
BaselTMA_SP41_133_X3Y6_3877,BaselTMA_SP41_133_X3Y6
BaselTMA_SP41_165_X5Y6_1166,BaselTMA_SP41_165_X5Y6
BaselTMA_SP41_186_X5Y4_100,BaselTMA_SP41_186_X5Y4
BaselTMA_SP41_159_X12Y4_521,BaselTMA_SP41_159_X12Y4
